file,year,kai,track,nichi,url,path,ok,bytes
2022-5nakayama5.pdf,2022,5,nakayama,5,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-5nakayama5.pdf,data/text/2022/2022-5nakayama5.txt,1,155011
2022-5nakayama6.pdf,2022,5,nakayama,6,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-5nakayama6.pdf,data/text/2022/2022-5nakayama6.txt,1,150339
2022-5nakayama7.pdf,2022,5,nakayama,7,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-5nakayama7.pdf,data/text/2022/2022-5nakayama7.txt,1,154379
2022-5nakayama8.pdf,2022,5,nakayama,8,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-5nakayama8.pdf,data/text/2022/2022-5nakayama8.txt,1,162620
2022-5nakayama9.pdf,2022,5,nakayama,9,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-5nakayama9.pdf,data/text/2022/2022-5nakayama9.txt,1,159472
2022-1hanshin1.pdf,2022,1,hanshin,1,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin1.pdf,data/text/2022/2022-1hanshin1.txt,1,131120
2022-1hanshin2.pdf,2022,1,hanshin,2,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin2.pdf,data/text/2022/2022-1hanshin2.txt,1,135213
2022-1hanshin3.pdf,2022,1,hanshin,3,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin3.pdf,data/text/2022/2022-1hanshin3.txt,1,139569
2022-1hanshin4.pdf,2022,1,hanshin,4,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin4.pdf,data/text/2022/2022-1hanshin4.txt,1,136235
2022-1hanshin5.pdf,2022,1,hanshin,5,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin5.pdf,data/text/2022/2022-1hanshin5.txt,1,140840
2022-1hanshin6.pdf,2022,1,hanshin,6,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin6.pdf,data/text/2022/2022-1hanshin6.txt,1,141496
2022-1hanshin7.pdf,2022,1,hanshin,7,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin7.pdf,data/text/2022/2022-1hanshin7.txt,1,138671
2022-1hanshin8.pdf,2022,1,hanshin,8,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin8.pdf,data/text/2022/2022-1hanshin8.txt,1,135790
2022-1hanshin9.pdf,2022,1,hanshin,9,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin9.pdf,data/text/2022/2022-1hanshin9.txt,1,135355
2022-1hanshin10.pdf,2022,1,hanshin,10,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin10.pdf,data/text/2022/2022-1hanshin10.txt,1,138905
2022-1hanshin11.pdf,2022,1,hanshin,11,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin11.pdf,data/text/2022/2022-1hanshin11.txt,1,139008
2022-1hanshin12.pdf,2022,1,hanshin,12,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-1hanshin12.pdf,data/text/2022/2022-1hanshin12.txt,1,144687
2022-2hanshin1.pdf,2022,2,hanshin,1,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-2hanshin1.pdf,data/text/2022/2022-2hanshin1.txt,1,130086
2022-2hanshin2.pdf,2022,2,hanshin,2,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-2hanshin2.pdf,data/text/2022/2022-2hanshin2.txt,1,141083
2022-2hanshin3.pdf,2022,2,hanshin,3,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-2hanshin3.pdf,data/text/2022/2022-2hanshin3.txt,1,143187
2022-2hanshin4.pdf,2022,2,hanshin,4,https://www.jra.go.jp/datafile/seiseki/report/2022/2022-2hanshin4.pdf,data/text/2022/2022-2hanshin4.txt,1,149230
